SpeciesCode,HybridatRelease,State,Year,CageorField,Beetle Source,Date of introduction,Eggs,Larvae,Pupae,Adults,Total Release Size,Species,Origin,Location,,FullLocation,County,GPS-Lat,GPS-Long,Tamarisk species,Scientist ,Monitored,Established,HybridEstab,Publications ,Notes
,,CO,2013,,Colorado,08/18/13,,,,100,100,Diorhabda carinulata,Colorado,CDA_State Fair,,State,Pueblo,N/A,N/A,,,No,N/A,,,
,,CO,2014,,Colorado,07/15/14,,,,"60,000",60000,Diorhabda carinulata,Colorado,Keith James_new monitoring site on Rush Creek,,Private,Lincoln,38.794994000,-103.499087000,,,Yes,No,,,
,,CO,2014,,Colorado,07/16/14,,,,"20,000",20000,Diorhabda carinulata,Colorado,Florence and Evenette Jackson in Smith Canyon,,Private,Las Animas,37.543167000,-103.424842000,,,No,Yes,,,
,,CO,2014,,Colorado,07/16/14,,,,"40,000",40000,Diorhabda carinulata,Colorado,Calvin Feik #1,,Private,Bent,38.044770000,-103.210200000,,,No,N/A,,,
,,CO,2014,,Colorado,07/16/14,,,,"40,000",40000,Diorhabda carinulata,Colorado,Calvin Feik #2,,Private,Bent,38.063020000,-103.180940000,,,No,N/A,,,
,,CO,2014,,Colorado,07/16/14,,,,"20,000",20000,Diorhabda carinulata,Colorado,Mary Rhoades,,N/A,Kiowa,38.641667000,-102.645000000,,,No,N/A,,,
,,CO,2014,,Colorado,07/16/14,,,,"20,000",20000,Diorhabda carinulata,Colorado,Mary Rhoades,,N/A,Kiowa,38.670556000,-102.634722000,,,No,N/A,,,
,,CO,2014,,Colorado,07/18/14,,,,"40,000",40000,Diorhabda carinulata,Colorado,Larimer County release performed by John K,,County,Larimer,40.661918000,-105.132987000,,,No,N/A,,,
,,CO,2014,,Colorado,07/18/14,,,,"40,000",40000,Diorhabda carinulata,Colorado,Morgan County release performed by John K,,County,Morgan,40.323097000,-103.925322000,,,No ,N/A,,,
,,CO,2014,,Colorado,08/06/14,,,,"4,500",4500,Diorhabda carinulata,Colorado,Silt Preserve,,County,Garfield,39.538135000,-107.657234000,,,No ,No,,,
,,CO,2015,,Colorado,07/28/15,,,,"4,500",4500,Diorhabda carinulata,Colorado,Bill Bledsoe_ranch owner,,Private,Lincoln,38.951387000,-103.107543000,,,No,N/A,,,
,,CO,2015,,Colorado,07/28/15,,,,"5,000",5000,Diorhabda carinulata,Colorado,Jack Irby,,Private,La Plata,37.229612000,-107.996475000,,,No,N/A,,,
,,CO,2015,,Colorado,07/29/15,,,,"7,000",7000,Diorhabda carinulata,Colorado,Justin Musser,,County,Montrose,38.649266000,-107.968443000,,,No,No,,,
,,CO,2015,,Colorado,08/04/15,,,,"3,200",3200,Diorhabda carinulata,Colorado,Kenith Forman,,N/A,Mesa,39.099277000,-108.483956000,,,No,No,,,
,,CO,2016,,Colorado,08/02/16,,,,"28,500",28500,Diorhabda carinulata,Colorado,Patty Knupp,,State,Pueblo,38.455700000,-104.433000000,,,No,,,,
,,CO,2016,,Colorado,08/02/16,,,,"20,000",20000,Diorhabda carinulata,Colorado,Keith James,,Private,Lincoln,38.794994000,-103.499087000,,,Yes,,,,
,,CO,2016,,Colorado,08/03/16,,,,"10,000",10000,Diorhabda carinulata,Colorado,Richard Romano_Copper Gulch,,Private ,Fremont,38.434600000,-105.379781000,,,No,,,,
,,CO,2016,,Colorado,08/03/16,,,,"10,000",10000,Diorhabda carinulata,Colorado,Richard Romano_Fourmile Creek,,Private ,Fremont,38.517300000,-105.213204000,,,No,,,,
,,CO,2016,,Colorado,08/03/16,,,,"10,000",10000,Diorhabda carinulata,Colorado,Richard Romano_Low Back Creek,,Private ,Fremont,38.310500000,-105.049015000,,,No,,,,
,,CO,2016,,Colorado,08/03/16,,,,"20,000",20000,Diorhabda carinulata,Colorado,Matt Scott,,County,Rio Blanco,N/A,N/A,,,Yes,,,,
,,CO,2016,,Colorado,08/04/16,,,,"23,500",23500,Diorhabda carinulata,Colorado,John Negley_Sweetwater site,,Private ,Kiowa,38.312752000,-102.790189000,,,No,,,,
,,CO,2016,,Colorado,08/09/16,,,,"10,000",10000,Diorhabda carinulata,Colorado,Toby Johnson_Rush Creek site,,Private  ,Cheyenne,38.653962000,-102.968827000,,,Yes,,,,
,,CO,2016,,Colorado,08/10/16,,,,"2,500",2500,Diorhabda carinulata,Colorado,Mike Pollart_Blue Lake,,State,Kiowa,38.271590000,-103.237490000,,,No,,,,
,,CO,2016,,Colorado,08/10/16,,,,"2,500",2500,Diorhabda carinulata,Colorado,Mike Pollart_Sweet water,,Private,Kiowa,38.312752000,-102.790189000,,,Yes,,,,
,,CO,2016,,Colorado,08/11/16,,,,"1,000",1000,Diorhabda carinulata,Colorado,Howard Wilson #1,,State,Baca,37.383650000,-102.447483333,,,No,,,,
,,CO,2016,,Colorado,08/11/16,,,,"1,000",1000,Diorhabda carinulata,Colorado,Howard Wilson #2,,State,Baca,37.385333333,-102.510133333,,,No,,,,
,,CO,2016,,Colorado,08/11/16,,,,"1,000",1000,Diorhabda carinulata,Colorado,Howard Wilson #3,,State,Baca,37.383733333,-102.447700000,,,No,N/A,,,
,,CO,2016,,Colorado,08/11/16,,,,"1,000",1000,Diorhabda carinulata,Colorado,Howard Wilson #4,,State,Baca,37.383766667,-102.442000000,,,No,N/A,,,
,,CO,2016,,Colorado,08/11/16,,,,"1,000",1000,Diorhabda carinulata,Colorado,Howard Wilson #5,,State,Baca,37.368350000,-102.427866667,,,No,N/A,,,
,,CO,2016,,Colorado,08/11/16,,,,"1,000",1000,Diorhabda carinulata,Colorado,Howard Wilson #6,,State,Baca,37.366483333,-102.349733333,,,No,N/A,,,
,,CO,2016,,Colorado,08/11/16,,,,"1,000",1000,Diorhabda carinulata,Colorado,Howard Wilson #7,,State,Baca,37.387833333,-102.616100000,,,No,N/A,,,
,,CO,2016,,Colorado,08/11/16,,,,"1,000",1000,Diorhabda carinulata,Colorado,Howard Wilson #8,,State,Baca,37.367983333,-102.334833333,,,No,N/A,,,
,,CO,2016,,Colorado,08/11/16,,,,"1,000",1000,Diorhabda carinulata,Colorado,Howard Wilson #9,,State,Baca,37.368050000,-102.303666667,,,No,N/A,,,
,,CO,2016,,Colorado,08/11/16,,,,"1,000",1000,Diorhabda carinulata,Colorado,Howard Wilson #10,,State,Baca,37.386483333,-102.615066667,,,No,N/A,,,
,,CO,2016,,Colorado,08/16/16,,,,"5,000",5000,Diorhabda carinulata,Colorado,Keith James,,Private,Lincoln,38.794994000,-103.499087000,,,Yes,No,,,
,,CO,2016,,Colorado,08/24/16,,,,"9,000",9000,Diorhabda carinulata,Colorado,Toby Johnson_Rush Creek site,,Private  ,Cheyenne,38.653962000,-102.968827000,,,Yes,No,,,
,,CO,2016,,Colorado,08/26/16,,,,"5,000",5000,Diorhabda carinulata,Colorado,Jack Irby,,Private ,La Plata,N/A,N/A,,,No,N/A,,,
,,CO,2016,,Colorado,08/27/16,,,,"5,000",5000,Diorhabda carinulata,Colorado,John Negley_Sweetwater site,,Private ,Kiowa,38.312752000,-102.790189000,,,Yes,Yes,,,
,,CO,2016,,Colorado,08/28/16,,,,"9,500",9500,Diorhabda carinulata,Colorado,Lana Pearson_Rocky Ford,,State,Otero,38.312752000,-102.790189000,,,No,N/A,,,
,,CO,2017,,Colorado,07/11/17,,,,"10,000",10000,Diorhabda carinulata,Colorado,Amy Smith,,Private ,La Plata,N/A,N/A,,,No,,,,
,,CO,2017,,Colorado,07/11/17,,,,"10,000",10000,Diorhabda carinulata,Colorado,Shelly Rullestad,,Private,Dolores,N/A,N/A,,,No,,,,
,,CO,2017,,Colorado,07/11/17,,,,"25,000",25000,Diorhabda carinulata,Colorado,Stan Young burn,,Private,Mesa,39.297814000,-108.866405000,,,Yes,,,,
,,CO,2017,,Colorado,07/11/17,,,,"25,000",25000,Diorhabda carinulata,Colorado,Stan Young Unburn,,Private,Mesa,39.305995000,-108.855569000,,,Yes,,,,
,,CO,2017,,Colorado,07/11/17,,,,"15,000",15000,Diorhabda carinulata,Colorado,Bonnie Loving,,County,Montezuma,37.340882000,-108.804167000,,,No,,,,
,,CO,2017,,Colorado,07/11/17,,,,"15,000",15000,Diorhabda carinulata,Colorado,Bonnie Loving,,County,Montezuma,37.335684000,-108.737289000,,,No,,,,
,,CO,2017,,Colorado,07/12/17,,,,"50,000",50000,Diorhabda carinulata,Colorado,Justin Musser,,County,Montrose,38.450961000,-107.874377000,,,No,No,,,
,,CO,2017,,Colorado,07/12/17,,,,"30,000",30000,Diorhabda carinulata,Colorado,Justin Musser,,County,Montrose,38.649279000,-107.968039000,,,No,No,,,
,,CO,2017,,Colorado,07/13/17,,,,"50,000",50000,Diorhabda carinulata,Colorado,Rattle snake gulch along Gunnison River,,Federal,Mesa,38.758746000,-108.242894000,,,Yes,Yes,,,
,,CO,2017,,Colorado,07/17/17,,,,"20,000",20000,Diorhabda carinulata,Colorado,Richard Romano ,,County,Fremont,38.434166000,-105.381111000,,,No,N/A,,,
,,CO,2017,,Colorado,07/17/17,,,,"20,000",20000,Diorhabda carinulata,Colorado,Richard Romano ,,County,Fremont,38.366388000,-105.108611000,,,No,N/A,,,
,,CO,2017,,Colorado,07/17/17,,,,"20,000",20000,Diorhabda carinulata,Colorado,Richard Romano ,,County,Fremont,38.380000000,-105.089722000,,,No,N/A,,,
,,CO,2017,,Colorado,07/17/17,,,,"20,000",20000,Diorhabda carinulata,Colorado,Levy Montoya,,Federal,Las Animas,37.228600000,-104.329300000,,,No,N/A,,,
,,CO,2017,,Colorado,07/17/17,,,,"20,000",20000,Diorhabda carinulata,Colorado,Levy Montoya,,Federal,Las Animas,37.155700000,-104.184200000,,,No,N/A,,,
,,CO,2017,,Colorado,07/17/17,,,,"20,000",20000,Diorhabda carinulata,Colorado,Levy Montoya,,Federal,Las Animas,37.141200000,-104.184200000,,,No,N/A,,,
,,CO,2017,,Colorado,07/17/17,,,,"20,000",20000,Diorhabda carinulata,Colorado,Levy Montoya,,Federal,Las Animas,37.155700000,-104.184000000,,,No,N/A,,,
,,CO,2017,,Colorado,07/19/17,,,,"20,000",20000,Diorhabda carinulata,Colorado,J.R. Thompson ,,County,Fremont,N/A,N/A,,,No,N/A,,,
,,CO,2017,,Colorado,07/20/17,,,,"10,000",10000,Diorhabda carinulata,Colorado,Carla DeYoung,,N/A,Garfield,N/A,N/A,,,No,N/A,,,
,,CO,2017,,Colorado,07/20/17,,,,"30,000",30000,Diorhabda carinulata,Colorado,Bill Wilkinson,,Private,Las Animas,37.336193000,-104.163910000,,,Yes,Yes,,,
,,CO,2017,,Colorado,07/26/17,,,,"20,000",20000,Diorhabda carinulata,Colorado,John Negley_Sweetwater site,,Private ,Kiowa,38.312752000,-102.790189000,,,No,Yes,,,
,,CO,2017,,Colorado,07/26/17,,,,"50,000",50000,Diorhabda carinulata,Colorado,Keith James,,Private,Lincoln,38.794994000,-103.499087000,,,Yes,No,,,
,,CO,2017,,Colorado,07/27/17,,,,"20,000",20000,Diorhabda carinulata,Colorado,"Michael Daskam_Enstrom_Holly, CO",,Private,Prowers,38.100199000,-102.328266000,,,No,Yes,,,
,,CO,2017,,Colorado,07/27/17,,,,"70,000",70000,Diorhabda carinulata,Colorado,Bill Wilkinson,,Private,Las Animas,37.336193000,-104.163910000,,,Yes,Yes,,,
,,MT,2004,,"Fukang (Lovell, WY)",06/26/05,,,,"215,000",215000,Diorhabda carinulata,"Fukang (Lovell, WY)",Fort Peck - Charles M. Russell Wildlife Refuge,MT,,Valley,,,,Dave Kazmer,Yes,N/A,,,
